timestamp,actual,predicted,sma20,macd_hist,prev_actual,position,pred_ret_pct,sma_dist_pct,macd_hist_slope
2019-01-01,5.991,5.692988,5.455335,0.11505333695589579,6.1111,0,-6.841846494841201,9.81910368474163,
2019-01-02,6.051,5.8759217,5.525964999999999,0.1086886219385115,5.991,0,-1.9208525083156907,9.501236435627096,-0.0063647150173842815
2019-01-03,5.7979,6.17025,5.589805,0.08300933976455005,6.051,1,1.970747627910157,3.7227595595910796,-0.025679282173961454
2019-01-04,5.9692,5.9520626,5.66061,0.07346523293458392,5.7979,1,2.6589386986930292,5.451532608676445,-0.009544106829966134
2019-01-05,5.9625,6.2828283,5.727935,0.06300767298496673,5.9692,1,5.254109947625352,4.0951058278419685,-0.010457559949617182
2019-01-06,6.2688,5.615304,5.788125,0.07235710243239207,5.9625,0,-5.8229938243170265,8.30450275348234,0.00934942944742534
2019-01-07,6.2009,5.816263,5.821630000000001,0.06958557029454897,6.2688,0,-7.218874444031723,6.514842063133505,-0.002771532137843105
2019-01-08,6.5128,5.6247864,5.879105,0.08344149167904685,6.2009,0,-9.29080654496726,10.77876649592073,0.013855921384497885
2019-01-09,6.5511,5.7629232,5.92283,0.08934213565071505,6.5128,0,-11.513892017847612,10.607598057009902,0.005900643971668201
2019-01-10,5.8449,5.6029215,5.941245,0.042231364840556396,6.5511,0,-14.473577171759262,-1.6216298099135846,-0.04711077081015866
2019-01-11,5.9595,6.044735,5.94723,0.01664897533818127,5.8449,1,3.4189627681223698,0.20631453634717342,-0.025582389502375125
2019-01-12,5.8594,6.1269784,5.94225,-0.007838369508110482,5.9595,1,2.8102759857267308,-1.3942530186377156,-0.024487344846291753
2019-01-13,5.4688,5.939108,5.910795,-0.04887686060762965,5.8594,1,1.3603422687896543,-7.477758913987041,-0.04103849109951917
2019-01-14,6.0583,6.176743,5.94121,-0.03547889145356689,5.4688,0,12.945125631730834,1.9708106597814274,0.013397969154062758
2019-01-15,5.8111,6.115358,5.95162,-0.04197892305017102,6.0583,0,0.9418133110604392,-2.3610378350768433,-0.0065000315966041305
2019-01-16,6.0911,5.816255,5.99722,-0.02686954281010631,5.8111,0,0.08871113250245047,1.5653919649437493,0.01510938024006471
2019-01-17,6.3266,5.756279,6.019495,-0.0017865054706160816,6.0911,0,-5.496889039759341,5.101839938400148,0.02508303733949023
2019-01-18,6.4867,5.764567,6.06083,0.023425152607344665,6.3266,0,-8.883651592546594,7.026595367301174,0.025211658077960747
2019-01-19,6.5199,5.8519545,6.09213,0.03924393869596983,6.4867,0,-9.78533830539345,7.021682071787697,0.015818786088625164
2019-01-20,6.4008,6.103407,6.106615,0.03853733261182915,6.5199,0,-6.388028863511252,4.817480715584667,-0.000706606084140679
2019-01-21,6.4724,6.50651,6.130685,0.0395921664360917,6.4008,1,1.6515088876982376,5.573846968160991,0.0010548338242625521
2019-01-22,6.4736,6.2954926,6.151815000000001,0.03711273844934007,6.4724,1,-2.733257383994055,5.2307327187179595,-0.002479427986751631
