threshold,num_trades,pct_of_test_trades_kept,win_rate,total_return_pct
0.0,350,1.0,0.6342857142857142,543.3007513312114
0.5,275,0.7857142857142857,0.6981818181818182,646.8643782558737
0.55,224,0.64,0.7455357142857143,665.9941511371592
0.6,186,0.5314285714285715,0.7741935483870968,608.7320003618004
0.65,144,0.4114285714285714,0.8333333333333334,579.2514842580905
0.7,102,0.2914285714285714,0.8529411764705882,446.88564438953904
0.75,54,0.15428571428571428,0.8888888888888888,277.9615321274577
0.8,23,0.06571428571428571,0.9130434782608695,191.2021785819561
